purchase_id,customer_id,product_category,product_name,quantity,price_per_item,purchase_date,customer_state,shipping_method,total_price
P03323,C0189,Home & Garden,Shoes,2,240.12,2024-09-02,CA,Standard,480.24
P03331,C0092,Clothing,Basketball,2,418.51,2024-09-15,CA,Express,837.02
P03333,C0224,Books,Tablet,3,270.89,2024-05-09,NY,Overnight,812.67
P03335,C0313,Home & Garden,Basketball,5,74.88,2024-04-16,NY,Overnight,374.4
P03341,C0407,Clothing,Textbook,2,177.51,2024-03-10,NY,Express,355.02
P03342,C0474,Clothing,Monitor,3,268.34,2024-04-18,NY,Express,805.02
P03343,C0410,Electronics,Textbook,3,267.22,2024-06-01,CA,Overnight,801.6600000000001
P03351,C0047,Books,Yoga Mat,3,166.94,2024-03-08,CA,Overnight,500.82
P03352,C0221,Electronics,Shoes,2,273.87,2024-08-03,NY,Overnight,547.74
P03355,C0413,Home & Garden,Magazine,4,380.67,2024-07-01,NY,Standard,1522.68
P03363,C0349,Electronics,Basketball,4,493.94,2024-05-14,CA,Standard,1975.76
P03366,C0499,Sports,Basketball,3,221.75,2024-10-08,CA,Overnight,665.25
P03369,C0045,Clothing,Rug,3,287.98,2024-10-02,NY,Overnight,863.94
P03370,C0377,Clothing,Shoes,4,180.45,2024-04-21,NY,Overnight,721.8
P03371,C0394,Home & Garden,Laptop,4,251.81,2024-06-28,NY,Express,1007.24
P03372,C0078,Clothing,T-Shirt,2,96.46,2024-08-22,CA,Standard,192.92
P03373,C0209,Sports,Jacket,2,405.17,2024-08-02,NY,Express,810.34
P03381,C0103,Sports,Monitor,2,260.6,2024-12-09,CA,Overnight,521.2
P03398,C0491,Home & Garden,Rug,5,69.72,2024-09-13,CA,Overnight,348.6
P03400,C0307,Books,Smartphone,5,350.32,2024-08-15,CA,Standard,1751.6
P03421,C0311,Home & Garden,Garden Tools,4,155.98,2024-12-18,CA,Overnight,623.92
P03429,C0238,Books,T-Shirt,2,423.05,2024-11-04,CA,Standard,846.1
P03436,C0126,Books,Jeans,3,348.63,2024-07-01,CA,Standard,1045.8899999999999
P03437,C0013,Home & Garden,Plant Pot,5,398.14,2024-02-29,CA,Overnight,1990.6999999999998
P03439,C0134,Home & Garden,Hat,5,259.35,2024-07-14,CA,Express,1296.75
P03443,C0170,Sports,Tennis Racket,2,254.47,2024-07-01,NY,Express,508.94
P03445,C0488,Home & Garden,Textbook,4,306.94,2024-12-05,CA,Overnight,1227.76
P03451,C0250,Clothing,Cookbook,3,114.77,2024-10-24,NY,Overnight,344.31
P03455,C0393,Books,T-Shirt,2,303.78,2024-09-12,CA,Overnight,607.56
P03457,C0227,Home & Garden,Tablet,2,125.83,2024-11-24,CA,Overnight,251.66
P03465,C0034,Clothing,Headphones,5,198.33,2024-08-19,NY,Express,991.6500000000001
P03473,C0191,Books,Rug,2,397.06,2024-03-25,NY,Standard,794.12
P03478,C0382,Home & Garden,Novel,4,233.63,2024-03-09,NY,Overnight,934.52
P03480,C0306,Clothing,Magazine,2,334.69,2024-08-12,CA,Overnight,669.38
P03482,C0090,Books,Basketball,5,414.59,2024-08-16,NY,Standard,2072.95
P03483,C0037,Electronics,Cookbook,5,210.96,2024-06-06,NY,Overnight,1054.8
P03486,C0008,Electronics,Yoga Mat,5,202.3,2024-06-15,CA,Express,1011.5
P03487,C0422,Clothing,Running Shoes,2,226.92,2024-01-23,NY,Express,453.84
P03489,C0321,Sports,Laptop,4,351.04,2024-04-18,NY,Overnight,1404.16
P03491,C0005,Electronics,Tennis Racket,3,57.35,2024-05-18,CA,Overnight,172.05
P03492,C0467,Books,Novel,2,385.7,2024-10-04,NY,Overnight,771.4
P03495,C0050,Electronics,Cookbook,3,326.01,2024-11-20,CA,Standard,978.03
P03508,C0411,Home & Garden,Cookbook,4,142.19,2024-04-05,NY,Overnight,568.76
P03514,C0274,Clothing,Plant Pot,5,334.94,2024-03-13,CA,Express,1674.7
P03518,C0427,Books,Basketball,5,304.71,2024-09-19,NY,Express,1523.55
P03521,C0106,Sports,Basketball,5,247.32,2024-04-22,CA,Express,1236.6
P03533,C0449,Electronics,Jacket,4,27.24,2024-07-06,CA,Express,108.96
P03538,C0124,Home & Garden,Cushion,2,339.26,2024-10-10,CA,Express,678.52
P03542,C0131,Clothing,Cushion,4,64.4,2024-04-06,NY,Overnight,257.6
P03548,C0414,Sports,Tennis Racket,4,368.65,2024-01-03,CA,Standard,1474.6
P03549,C0326,Electronics,Tennis Racket,2,77.17,2024-06-22,CA,Express,154.34
P03550,C0467,Books,Jeans,4,116.28,2024-07-25,CA,Express,465.12
P03551,C0050,Sports,Lamp,2,228.38,2024-10-27,CA,Standard,456.76
P03555,C0485,Clothing,Jeans,4,156.28,2024-12-12,CA,Express,625.12
P03559,C0275,Electronics,Tablet,4,11.15,2024-02-09,CA,Overnight,44.6
P03560,C0075,Electronics,Smartphone,4,213.13,2024-02-15,CA,Express,852.52
P03562,C0269,Sports,Tablet,5,332.36,2024-11-23,NY,Overnight,1661.8000000000002
P03563,C0299,Sports,T-Shirt,4,26.1,2024-05-17,NY,Standard,104.4
P03571,C0250,Electronics,Textbook,4,305.09,2024-09-15,NY,Standard,1220.36
P03574,C0316,Books,Rug,4,40.09,2024-10-21,CA,Standard,160.36
P03577,C0311,Sports,Dumbbells,4,497.51,2024-04-10,CA,Overnight,1990.04
P03578,C0081,Books,Garden Tools,5,155.7,2024-04-07,NY,Standard,778.5
P03584,C0232,Home & Garden,Basketball,4,71.2,2024-11-22,CA,Express,284.8
P03587,C0373,Sports,Tennis Racket,3,327.02,2024-05-18,CA,Standard,981.06
P03594,C0341,Books,Laptop,3,380.18,2024-09-11,CA,Standard,1140.54
P03595,C0113,Home & Garden,Jeans,3,374.31,2024-06-25,NY,Express,1122.93
P03599,C0279,Clothing,Jacket,5,219.6,2024-09-11,NY,Express,1098.0
P03601,C0473,Electronics,Hat,5,11.61,2024-05-08,CA,Overnight,58.05
P03607,C0378,Home & Garden,Basketball,2,103.85,2024-10-17,CA,Standard,207.7
P03608,C0174,Sports,Magazine,2,423.02,2024-02-13,NY,Express,846.04
P03614,C0034,Electronics,Plant Pot,2,338.43,2024-07-03,NY,Overnight,676.86
P03617,C0218,Books,Monitor,2,97.86,2024-05-14,NY,Express,195.72
P03624,C0420,Clothing,Novel,3,123.91,2024-04-14,CA,Overnight,371.73
P03649,C0468,Electronics,Novel,4,306.33,2024-06-12,NY,Express,1225.32
P03651,C0012,Home & Garden,Textbook,3,271.88,2024-05-26,CA,Standard,815.64
P03655,C0062,Electronics,Magazine,5,97.34,2024-12-27,NY,Standard,486.70000000000005
P03661,C0282,Home & Garden,Headphones,2,409.1,2024-07-27,CA,Standard,818.2
P03669,C0206,Electronics,Dumbbells,5,226.63,2024-03-19,CA,Overnight,1133.15
P03672,C0098,Clothing,Yoga Mat,3,291.93,2024-03-28,CA,Overnight,875.79
P03678,C0467,Home & Garden,Plant Pot,2,411.09,2024-05-01,NY,Overnight,822.18
P03679,C0435,Home & Garden,Smartphone,2,17.04,2024-08-25,CA,Express,34.08
P03683,C0169,Clothing,Headphones,2,331.79,2024-08-03,NY,Express,663.58
P03688,C0490,Electronics,Garden Tools,4,252.31,2024-04-05,CA,Standard,1009.24
P03690,C0164,Clothing,Headphones,2,57.91,2024-05-19,NY,Standard,115.82
P03702,C0241,Electronics,Headphones,3,337.78,2024-03-27,CA,Standard,1013.3399999999999
P03703,C0119,Sports,Jacket,2,43.41,2024-06-14,NY,Standard,86.82
P03713,C0177,Books,Lamp,2,197.44,2024-07-19,CA,Overnight,394.88
P03716,C0463,Sports,Textbook,5,325.81,2024-09-07,NY,Standard,1629.05
P03720,C0197,Home & Garden,Cookbook,2,72.54,2024-02-07,CA,Overnight,145.08
P03721,C0014,Clothing,T-Shirt,5,232.41,2024-03-21,NY,Express,1162.05
P03723,C0407,Home & Garden,Yoga Mat,5,388.54,2024-03-13,NY,Overnight,1942.7
P03724,C0159,Electronics,Shoes,5,379.3,2024-08-15,CA,Standard,1896.5
P03728,C0322,Electronics,Laptop,3,26.89,2024-07-29,NY,Express,80.67
P03732,C0408,Books,Rug,4,147.11,2024-12-01,CA,Standard,588.44
P03736,C0190,Books,Hat,5,283.9,2024-04-05,NY,Overnight,1419.5
P03749,C0222,Home & Garden,Tennis Racket,3,368.44,2024-06-17,NY,Overnight,1105.32
P03751,C0416,Clothing,Headphones,4,42.34,2024-09-13,CA,Express,169.36
P03768,C0217,Clothing,Novel,3,330.7,2024-11-20,NY,Overnight,992.0999999999999
P03771,C0146,Electronics,Tennis Racket,3,495.53,2024-11-04,CA,Standard,1486.59
P03772,C0468,Home & Garden,Yoga Mat,5,201.71,2024-11-13,NY,Standard,1008.5500000000001
P03779,C0459,Clothing,Rug,5,163.38,2024-01-12,NY,Express,816.9
P03785,C0127,Clothing,Lamp,4,456.14,2024-12-03,NY,Express,1824.56
P03790,C0462,Electronics,Garden Tools,4,409.77,2024-04-04,CA,Express,1639.08
P03792,C0436,Electronics,Garden Tools,5,70.56,2024-04-10,CA,Express,352.8
P03798,C0333,Clothing,Headphones,3,340.34,2024-03-03,NY,Express,1021.02
P03801,C0069,Clothing,Textbook,4,48.92,2024-05-07,NY,Express,195.68
P03802,C0385,Sports,Jeans,4,305.14,2024-12-07,NY,Standard,1220.56
P03803,C0244,Home & Garden,Hat,5,283.96,2024-06-28,CA,Express,1419.8
P03805,C0077,Clothing,Textbook,2,58.06,2024-06-27,CA,Express,116.12
P03809,C0307,Home & Garden,T-Shirt,3,51.68,2024-03-17,CA,Standard,155.04
P03814,C0399,Clothing,Lamp,4,454.94,2024-03-19,CA,Express,1819.76
P03819,C0431,Books,Novel,3,335.72,2024-08-02,NY,Express,1007.1600000000001
P03821,C0324,Sports,Shoes,5,51.24,2024-08-22,CA,Overnight,256.2
P03826,C0267,Home & Garden,Smartphone,4,74.7,2024-12-04,CA,Standard,298.8
P03830,C0449,Clothing,Rug,3,449.94,2024-09-25,NY,Express,1349.82
P03832,C0456,Clothing,Tablet,3,180.58,2024-06-10,NY,Express,541.74
P03835,C0195,Clothing,Laptop,5,379.16,2024-05-22,NY,Overnight,1895.8000000000002
P03837,C0497,Electronics,Cookbook,5,123.24,2024-06-12,CA,Standard,616.1999999999999
P03839,C0016,Sports,Hat,2,260.77,2024-08-28,NY,Standard,521.54
P03843,C0479,Books,Tablet,2,406.38,2024-10-26,NY,Overnight,812.76
P03844,C0197,Electronics,Plant Pot,5,449.71,2024-11-12,CA,Overnight,2248.5499999999997
P03846,C0278,Electronics,Tennis Racket,5,45.41,2024-07-13,CA,Express,227.04999999999998
P03847,C0334,Books,Tennis Racket,3,322.69,2024-10-08,NY,Express,968.0699999999999
P03848,C0094,Clothing,Lamp,2,359.13,2024-12-22,NY,Express,718.26
P03854,C0313,Home & Garden,Cookbook,5,364.23,2024-06-21,NY,Express,1821.15
P03861,C0413,Home & Garden,Cookbook,4,216.92,2024-07-07,CA,Standard,867.68
P03862,C0039,Electronics,Magazine,3,52.46,2024-01-08,CA,Express,157.38
P03863,C0287,Sports,Magazine,5,442.19,2024-08-09,CA,Overnight,2210.95
P03864,C0285,Home & Garden,Plant Pot,5,354.95,2024-09-08,NY,Express,1774.75
P03866,C0054,Clothing,Yoga Mat,3,151.2,2024-11-01,NY,Express,453.59999999999997
P03868,C0277,Clothing,Yoga Mat,4,47.99,2024-09-26,NY,Standard,191.96
P03871,C0221,Clothing,Tablet,5,256.82,2024-07-14,CA,Express,1284.1
P03879,C0042,Home & Garden,Tennis Racket,4,99.19,2024-08-19,CA,Overnight,396.76
P03881,C0332,Books,Basketball,2,18.19,2024-01-30,CA,Express,36.38
P03891,C0151,Books,Textbook,4,159.65,2024-12-18,NY,Express,638.6
P03896,C0359,Electronics,Dumbbells,3,373.89,2024-12-20,NY,Overnight,1121.67
P03897,C0085,Clothing,Cushion,3,25.98,2024-12-04,NY,Overnight,77.94
P03904,C0013,Electronics,Rug,5,122.49,2024-12-18,NY,Standard,612.4499999999999
P03906,C0307,Sports,Monitor,4,334.35,2024-11-07,NY,Overnight,1337.4
P03909,C0251,Home & Garden,Novel,5,77.96,2024-07-18,NY,Standard,389.79999999999995
P03923,C0377,Sports,Garden Tools,4,53.52,2024-06-01,CA,Overnight,214.08
P03924,C0445,Electronics,T-Shirt,5,318.78,2024-06-05,CA,Overnight,1593.8999999999999
P03926,C0250,Books,Smartphone,5,141.59,2024-07-25,NY,Standard,707.95
P03935,C0342,Clothing,Tennis Racket,4,449.99,2024-06-23,NY,Express,1799.96
P03942,C0474,Sports,Smartphone,2,209.33,2024-04-27,NY,Overnight,418.66
P03945,C0427,Electronics,Cookbook,5,185.38,2024-09-17,CA,Express,926.9
P03946,C0500,Sports,Magazine,5,26.11,2024-07-30,CA,Standard,130.55
P03950,C0206,Electronics,Basketball,4,29.29,2024-08-11,NY,Express,117.16
P03955,C0018,Sports,Smartphone,3,425.78,2024-06-16,CA,Express,1277.34
P03966,C0216,Sports,Hat,4,35.05,2024-02-22,CA,Standard,140.2
P03972,C0119,Clothing,Plant Pot,5,70.27,2024-08-21,CA,Overnight,351.34999999999997
P03975,C0370,Electronics,Tennis Racket,5,75.15,2024-01-16,NY,Standard,375.75
P03976,C0303,Books,Rug,2,233.82,2024-06-16,NY,Overnight,467.64
P03989,C0005,Books,Tablet,4,82.37,2024-12-12,CA,Overnight,329.48
P03992,C0421,Clothing,Monitor,2,159.5,2024-07-21,CA,Overnight,319.0
P03993,C0316,Sports,Cookbook,5,35.2,2024-01-03,CA,Standard,176.0
P04009,C0140,Books,Tablet,5,125.26,2024-06-15,NY,Overnight,626.3000000000001
P04013,C0068,Electronics,Headphones,5,349.79,2024-12-14,CA,Overnight,1748.95
P04015,C0452,Clothing,Jeans,3,87.42,2024-11-24,NY,Standard,262.26
P04018,C0278,Books,Dumbbells,2,247.27,2024-08-18,CA,Standard,494.54
P04021,C0042,Electronics,Rug,5,434.09,2024-10-24,CA,Overnight,2170.45
P04022,C0013,Clothing,Dumbbells,5,467.91,2024-04-12,CA,Standard,2339.55
P04037,C0442,Home & Garden,Jacket,2,136.35,2024-04-13,NY,Express,272.7
P04043,C0157,Books,Novel,2,179.46,2024-11-30,NY,Standard,358.92
P04044,C0030,Clothing,Jeans,3,51.48,2024-11-06,CA,Standard,154.44
P04050,C0020,Electronics,Garden Tools,2,89.8,2024-08-01,NY,Express,179.6
P04051,C0334,Electronics,Monitor,4,390.71,2024-05-03,CA,Standard,1562.84
P04060,C0086,Electronics,Hat,4,365.65,2024-02-24,NY,Express,1462.6
P04063,C0025,Sports,Tablet,2,124.16,2024-03-11,CA,Overnight,248.32
P04065,C0413,Electronics,Garden Tools,3,466.42,2024-11-17,CA,Overnight,1399.26
P04072,C0249,Sports,Lamp,3,335.84,2024-07-07,NY,Standard,1007.52
P04073,C0281,Home & Garden,Rug,3,270.47,2024-10-21,NY,Standard,811.4100000000001
P04076,C0434,Clothing,Monitor,4,206.09,2024-03-14,CA,Express,824.36
P04079,C0232,Books,Smartphone,3,19.69,2024-02-23,NY,Standard,59.07000000000001
P04080,C0302,Books,T-Shirt,5,348.85,2024-11-28,CA,Express,1744.25
P04084,C0273,Books,Rug,2,161.37,2024-03-30,NY,Overnight,322.74
P04085,C0007,Electronics,Smartphone,3,446.43,2024-07-27,CA,Express,1339.29
P04093,C0229,Books,Smartphone,4,333.28,2024-09-05,CA,Overnight,1333.12
P04099,C0034,Sports,Hat,2,23.69,2024-09-12,NY,Standard,47.38
P04105,C0373,Books,Running Shoes,5,253.16,2024-02-15,NY,Overnight,1265.8
P04111,C0282,Home & Garden,Shoes,5,75.89,2024-08-25,NY,Express,379.45
P04120,C0393,Books,Basketball,4,124.02,2024-11-15,CA,Overnight,496.08
P04125,C0416,Clothing,Headphones,4,334.99,2024-04-04,CA,Standard,1339.96
P04126,C0401,Books,Tablet,2,268.41,2024-04-16,CA,Standard,536.82
P04131,C0091,Electronics,Smartphone,5,210.09,2024-07-26,NY,Standard,1050.45
P04134,C0003,Clothing,Tennis Racket,2,131.79,2024-12-27,NY,Express,263.58
P04144,C0147,Home & Garden,Tablet,3,241.92,2024-09-24,NY,Overnight,725.76
P04150,C0114,Books,Plant Pot,3,336.14,2024-05-10,NY,Express,1008.42
P04152,C0499,Books,Shoes,2,34.25,2024-11-08,CA,Overnight,68.5
P04154,C0420,Home & Garden,Tablet,5,108.53,2024-02-07,CA,Standard,542.65
P04158,C0080,Sports,Cushion,3,409.28,2024-10-22,NY,Express,1227.84
P04160,C0034,Books,Hat,5,252.68,2024-01-06,CA,Standard,1263.4
P04161,C0237,Home & Garden,Monitor,3,31.43,2024-12-04,CA,Overnight,94.28999999999999
P04166,C0459,Clothing,Laptop,4,496.96,2024-08-04,NY,Express,1987.84
P04170,C0402,Sports,Rug,5,326.41,2024-08-20,NY,Express,1632.0500000000002
P04174,C0088,Clothing,Plant Pot,4,107.3,2024-05-29,CA,Express,429.2
P04184,C0415,Clothing,Novel,4,271.23,2024-06-02,NY,Express,1084.92
P04185,C0111,Books,Running Shoes,2,463.3,2024-01-28,NY,Overnight,926.6
P04188,C0396,Home & Garden,Garden Tools,4,204.55,2024-02-11,CA,Express,818.2
P04200,C0134,Clothing,Dumbbells,4,188.34,2024-07-04,CA,Express,753.36
P04204,C0356,Electronics,Dumbbells,4,164.67,2024-10-26,NY,Overnight,658.68
P04211,C0427,Electronics,Laptop,2,284.18,2024-03-18,CA,Standard,568.36
P04213,C0454,Sports,Jeans,3,312.7,2024-12-01,CA,Standard,938.0999999999999
P04218,C0335,Clothing,Basketball,4,96.47,2024-02-08,CA,Standard,385.88
P04223,C0232,Clothing,Smartphone,4,105.46,2024-09-04,CA,Standard,421.84
P04226,C0262,Sports,Plant Pot,4,491.52,2024-11-30,NY,Express,1966.08
P04227,C0195,Electronics,Lamp,3,61.96,2024-05-19,NY,Overnight,185.88
P04232,C0004,Sports,Shoes,4,71.83,2024-04-27,NY,Overnight,287.32
P04233,C0225,Sports,Tennis Racket,4,472.36,2024-06-27,NY,Express,1889.44
P04237,C0084,Electronics,Tennis Racket,2,117.74,2024-07-30,NY,Standard,235.48
P04240,C0208,Clothing,Headphones,3,110.18,2024-09-16,CA,Overnight,330.54
P04244,C0220,Sports,Lamp,3,428.47,2024-08-14,NY,Express,1285.41
P04247,C0152,Home & Garden,Shoes,5,455.98,2024-08-11,CA,Overnight,2279.9
P04250,C0360,Home & Garden,Headphones,2,364.45,2024-06-06,CA,Standard,728.9
P04261,C0174,Home & Garden,Cookbook,2,331.05,2024-03-08,NY,Overnight,662.1
P04263,C0278,Home & Garden,Dumbbells,2,126.66,2024-10-01,CA,Overnight,253.32
P04277,C0191,Home & Garden,Laptop,5,116.53,2024-09-01,CA,Express,582.65
P04280,C0248,Electronics,Textbook,2,490.77,2024-05-18,NY,Express,981.54
P04281,C0325,Books,Garden Tools,4,371.8,2024-03-01,CA,Overnight,1487.2
P04290,C0089,Clothing,Dumbbells,5,158.82,2024-09-05,NY,Standard,794.0999999999999
P04292,C0422,Home & Garden,Textbook,5,170.28,2024-04-18,CA,Express,851.4
P04296,C0286,Home & Garden,Jeans,3,351.63,2024-08-17,CA,Express,1054.8899999999999
P04299,C0429,Electronics,T-Shirt,2,481.23,2024-12-04,CA,Standard,962.46
P04300,C0060,Sports,Garden Tools,2,420.75,2024-07-22,CA,Overnight,841.5
P04301,C0429,Clothing,Hat,2,236.68,2024-09-18,NY,Express,473.36
P04307,C0038,Home & Garden,Tablet,4,56.92,2024-11-10,NY,Overnight,227.68
P04308,C0095,Clothing,Lamp,5,446.93,2024-11-10,CA,Express,2234.65
P04324,C0047,Home & Garden,Yoga Mat,3,274.71,2024-09-06,NY,Express,824.1299999999999
P04330,C0043,Books,Lamp,3,34.76,2024-09-20,NY,Express,104.28
P04333,C0337,Books,Jacket,3,190.84,2024-04-06,NY,Overnight,572.52
P04340,C0412,Books,Rug,4,260.05,2024-06-02,CA,Standard,1040.2
P04345,C0220,Clothing,Tennis Racket,5,211.14,2024-02-20,NY,Express,1055.6999999999998
P04346,C0478,Books,Plant Pot,4,155.68,2024-10-28,CA,Express,622.72
P04356,C0228,Home & Garden,Cushion,2,234.7,2024-07-02,CA,Express,469.4
P04362,C0270,Books,Lamp,3,46.29,2024-05-18,CA,Standard,138.87
P04365,C0441,Home & Garden,Monitor,4,470.87,2024-01-18,NY,Overnight,1883.48
P04371,C0486,Clothing,Hat,4,396.38,2024-07-09,CA,Express,1585.52
P04374,C0405,Clothing,Novel,2,272.74,2024-02-12,CA,Express,545.48
P04375,C0241,Home & Garden,Yoga Mat,4,114.6,2024-07-29,NY,Express,458.4
P04388,C0032,Home & Garden,Shoes,4,235.8,2024-06-17,CA,Express,943.2
P04394,C0030,Sports,Headphones,5,374.87,2024-01-15,CA,Overnight,1874.35
P04402,C0057,Books,Jacket,4,212.01,2024-07-30,NY,Standard,848.04
P04404,C0394,Books,Smartphone,4,46.48,2024-04-29,NY,Standard,185.92
P04405,C0298,Books,T-Shirt,3,421.38,2024-05-25,CA,Overnight,1264.1399999999999
P04406,C0180,Electronics,Hat,2,94.06,2024-08-07,CA,Overnight,188.12
P04407,C0417,Sports,Running Shoes,3,475.66,2024-05-31,CA,Standard,1426.98
P04412,C0167,Clothing,Monitor,3,413.42,2024-02-10,NY,Standard,1240.26
P04416,C0405,Home & Garden,Lamp,3,73.99,2024-05-02,CA,Overnight,221.96999999999997
P04417,C0064,Sports,Cushion,4,210.01,2024-10-03,NY,Express,840.04
P04418,C0410,Books,Rug,4,340.42,2024-07-25,NY,Standard,1361.68
P04419,C0224,Books,Cushion,2,423.0,2024-08-08,NY,Overnight,846.0
P04420,C0447,Electronics,Garden Tools,2,371.78,2024-07-12,NY,Standard,743.56
P04423,C0175,Electronics,Jacket,5,460.2,2024-07-10,NY,Overnight,2301.0
P04426,C0267,Home & Garden,Rug,3,453.27,2024-03-28,NY,Express,1359.81
P04428,C0391,Books,Cookbook,2,182.57,2024-04-03,NY,Express,365.14
P04441,C0172,Home & Garden,Cushion,2,417.9,2024-08-14,CA,Express,835.8
P04450,C0207,Clothing,Laptop,5,497.94,2024-07-11,NY,Express,2489.7
P04451,C0250,Clothing,Headphones,4,322.14,2024-12-30,CA,Standard,1288.56
P04458,C0048,Electronics,Monitor,5,194.72,2024-10-06,NY,Express,973.6
P04464,C0300,Sports,Textbook,5,375.39,2024-11-11,CA,Overnight,1876.9499999999998
P04477,C0459,Sports,Laptop,3,353.65,2024-03-19,CA,Express,1060.9499999999998
P04481,C0490,Clothing,Tablet,2,143.51,2024-06-10,NY,Standard,287.02
P04484,C0180,Clothing,Yoga Mat,5,232.57,2024-04-29,CA,Express,1162.85
P04486,C0185,Books,Cookbook,5,464.8,2024-06-10,CA,Standard,2324.0
P04496,C0456,Electronics,Laptop,4,259.9,2024-07-01,NY,Express,1039.6
P04503,C0393,Sports,Tablet,5,432.15,2024-10-22,NY,Express,2160.75
P04505,C0157,Books,Jacket,3,451.35,2024-07-18,NY,Overnight,1354.0500000000002
P04507,C0285,Electronics,Smartphone,2,426.32,2024-12-13,NY,Overnight,852.64
P04511,C0032,Clothing,Yoga Mat,3,72.35,2024-05-08,CA,Standard,217.04999999999998
P04518,C0172,Books,Plant Pot,4,40.21,2024-08-06,NY,Express,160.84
P04520,C0052,Books,Tablet,2,133.75,2024-03-03,NY,Overnight,267.5
P04526,C0294,Clothing,Cookbook,3,149.15,2024-07-16,NY,Standard,447.45000000000005
P04527,C0039,Sports,Magazine,3,299.09,2024-05-16,NY,Standard,897.27
P04531,C0257,Home & Garden,Smartphone,5,231.11,2024-03-26,NY,Overnight,1155.5500000000002
P04535,C0008,Home & Garden,Tablet,2,93.59,2024-10-18,CA,Standard,187.18
P04540,C0466,Home & Garden,Textbook,3,95.51,2024-07-10,CA,Standard,286.53000000000003
P04545,C0205,Clothing,Cookbook,5,254.82,2024-07-31,CA,Standard,1274.1
P04548,C0139,Books,Laptop,5,432.29,2024-04-09,CA,Standard,2161.4500000000003
P04549,C0284,Home & Garden,Cushion,5,119.61,2024-01-03,NY,Overnight,598.05
P04561,C0485,Books,Monitor,5,162.19,2024-09-14,CA,Overnight,810.95
P04562,C0044,Home & Garden,Lamp,3,248.32,2024-05-04,NY,Express,744.96
P04564,C0384,Home & Garden,Lamp,2,199.96,2024-11-18,CA,Express,399.92
P04580,C0136,Home & Garden,Tablet,4,39.42,2024-08-31,NY,Overnight,157.68
P04583,C0080,Sports,Headphones,3,275.9,2024-02-24,NY,Standard,827.6999999999999
P04586,C0164,Home & Garden,Rug,3,137.81,2024-06-18,CA,Express,413.43
P04587,C0044,Electronics,Cushion,2,482.87,2024-02-26,CA,Express,965.74
P04588,C0293,Electronics,Lamp,4,417.54,2024-05-05,NY,Overnight,1670.16
P04589,C0318,Electronics,T-Shirt,4,10.84,2024-10-20,CA,Standard,43.36
P04594,C0414,Electronics,Textbook,5,493.74,2024-06-09,NY,Overnight,2468.7
P04603,C0449,Books,Running Shoes,2,283.39,2024-10-13,NY,Express,566.78
P04609,C0344,Electronics,Dumbbells,5,276.83,2024-11-11,NY,Overnight,1384.1499999999999
P04617,C0179,Home & Garden,Hat,3,12.3,2024-01-29,NY,Overnight,36.900000000000006
P04619,C0282,Home & Garden,T-Shirt,5,183.51,2024-02-24,CA,Express,917.55
P04622,C0364,Sports,Cookbook,5,96.84,2024-08-11,NY,Standard,484.20000000000005
P04623,C0258,Books,Yoga Mat,3,477.57,2024-04-26,CA,Standard,1432.71
P04626,C0031,Clothing,Tablet,4,296.33,2024-01-23,CA,Standard,1185.32
P04630,C0215,Electronics,Jeans,3,496.48,2024-11-12,CA,Overnight,1489.44
P04637,C0460,Clothing,Textbook,2,388.69,2024-05-07,CA,Express,777.38
P04643,C0451,Home & Garden,Jacket,3,432.32,2024-05-04,CA,Express,1296.96
P04646,C0009,Sports,Lamp,2,306.06,2024-12-22,CA,Overnight,612.12
P04649,C0426,Sports,Magazine,5,17.89,2024-06-16,NY,Overnight,89.45
P04650,C0395,Sports,Textbook,2,408.99,2024-03-02,CA,Standard,817.98
P04656,C0187,Clothing,Textbook,3,108.17,2024-08-22,CA,Overnight,324.51
P04658,C0219,Clothing,Headphones,4,379.33,2024-07-11,CA,Standard,1517.32
P04659,C0225,Sports,Novel,5,398.09,2024-11-24,CA,Overnight,1990.4499999999998
P04662,C0115,Home & Garden,Headphones,3,103.94,2024-07-11,NY,Overnight,311.82
P04663,C0421,Home & Garden,Laptop,3,498.05,2024-10-28,NY,Standard,1494.15
P04666,C0284,Electronics,Rug,2,184.81,2024-09-16,CA,Overnight,369.62
P04667,C0137,Electronics,Textbook,4,282.31,2024-05-07,NY,Express,1129.24
P04670,C0498,Electronics,Rug,5,352.16,2024-01-20,NY,Standard,1760.8000000000002
P04672,C0034,Books,Running Shoes,2,140.52,2024-02-22,CA,Overnight,281.04
P04677,C0470,Home & Garden,Dumbbells,5,266.61,2024-10-06,CA,Standard,1333.0500000000002
P04682,C0335,Home & Garden,Laptop,5,396.73,2024-04-01,CA,Express,1983.65
P04683,C0141,Sports,Magazine,4,247.87,2024-01-17,CA,Express,991.48
P04684,C0170,Home & Garden,Shoes,4,336.41,2024-01-14,NY,Overnight,1345.64
P04685,C0087,Clothing,Dumbbells,4,96.71,2024-12-19,NY,Overnight,386.84
P04688,C0007,Electronics,Shoes,2,160.68,2024-11-01,CA,Standard,321.36
P04689,C0031,Clothing,Running Shoes,2,65.71,2024-05-28,NY,Standard,131.42
P04690,C0141,Books,Textbook,4,490.63,2024-02-20,CA,Standard,1962.52
P04691,C0198,Clothing,Textbook,4,21.0,2024-08-13,CA,Express,84.0
P04704,C0332,Sports,Yoga Mat,2,202.5,2024-06-10,NY,Overnight,405.0
